ledger_key,id,object_type,original_claim,canonical_status,root_cause_invariant,affected_surface_files_data,owner_requirement,implementation_disposition,failing_before_evidence,changed_files_commits,tests,negative_failure_path_proof,integrated_proof,residual_risk,final_status
"UIROUTE:ROUTE-053","ROUTE-053","UI_ROUTE_STATE","/signup: public or contextual; anonymous; route data present/missing; desktop/mobile; loading/error/success","SOURCE_INVENTORY_REQUIRES_RUNTIME_ROLE_PROOF","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","primary REPO-001 candidate","","ISOLATED_BROWSER_ROLE_STATE_MATRIX","full state matrix not exercised","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","source mapped; no authenticated runtime proof","BLOCKED_BY_EXTERNAL_AUTHORITY"
"UIROUTE:ROUTE-054","ROUTE-054","UI_ROUTE_STATE","/terms: public or contextual; anonymous; route data present/missing; desktop/mobile; loading/error/success","SOURCE_INVENTORY_REQUIRES_RUNTIME_ROLE_PROOF","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","primary REPO-001 candidate","","ISOLATED_BROWSER_ROLE_STATE_MATRIX","full state matrix not exercised","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","source mapped; no authenticated runtime proof","BLOCKED_BY_EXTERNAL_AUTHORITY"
"UIROUTE:ROUTE-055","ROUTE-055","UI_ROUTE_STATE","/ui-direction: public or contextual; anonymous; route data present/missing; desktop/mobile; loading/error/success","SOURCE_INVENTORY_REQUIRES_RUNTIME_ROLE_PROOF","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","primary REPO-001 candidate","","ISOLATED_BROWSER_ROLE_STATE_MATRIX","full state matrix not exercised","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","source mapped; no authenticated runtime proof","BLOCKED_BY_EXTERNAL_AUTHORITY"
"UIROUTE:ROUTE-ALT-01","ROUTE-ALT-01","UI_ROUTE_STATE","/admin/control-room: operator; candidate-specific; canonicality unresolved","SOURCE_INVENTORY_REQUIRES_RUNTIME_ROLE_PROOF","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","alternate/homepage candidate only","","ISOLATED_BROWSER_ROLE_STATE_MATRIX","not present in primary candidate; deployed linkage not proven","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","source inventory only","BLOCKED_BY_EXTERNAL_AUTHORITY"
"UIROUTE:ROUTE-ALT-02","ROUTE-ALT-02","UI_ROUTE_STATE","/admin/incidents: operator; candidate-specific; canonicality unresolved","SOURCE_INVENTORY_REQUIRES_RUNTIME_ROLE_PROOF","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","alternate/homepage candidate only","","ISOLATED_BROWSER_ROLE_STATE_MATRIX","not present in primary candidate; deployed linkage not proven","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","source inventory only","BLOCKED_BY_EXTERNAL_AUTHORITY"
"UIROUTE:ROUTE-ALT-03","ROUTE-ALT-03","UI_ROUTE_STATE","/agent-deal-flow: public or candidate-defined; candidate-specific; canonicality unresolved","SOURCE_INVENTORY_REQUIRES_RUNTIME_ROLE_PROOF","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","alternate/homepage candidate only","","ISOLATED_BROWSER_ROLE_STATE_MATRIX","not present in primary candidate; deployed linkage not proven","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","source inventory only","BLOCKED_BY_EXTERNAL_AUTHORITY"
"UIROUTE:ROUTE-ALT-04","ROUTE-ALT-04","UI_ROUTE_STATE","/agentdealflow: public or candidate-defined; candidate-specific; canonicality unresolved","SOURCE_INVENTORY_REQUIRES_RUNTIME_ROLE_PROOF","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","alternate/homepage candidate only","","ISOLATED_BROWSER_ROLE_STATE_MATRIX","not present in primary candidate; deployed linkage not proven","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","source inventory only","BLOCKED_BY_EXTERNAL_AUTHORITY"
"UIROUTE:ROUTE-ALT-05","ROUTE-ALT-05","UI_ROUTE_STATE","/dealflow-os: public or candidate-defined; candidate-specific; canonicality unresolved","SOURCE_INVENTORY_REQUIRES_RUNTIME_ROLE_PROOF","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","alternate/homepage candidate only","","ISOLATED_BROWSER_ROLE_STATE_MATRIX","not present in primary candidate; deployed linkage not proven","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","source inventory only","BLOCKED_BY_EXTERNAL_AUTHORITY"
"UIROUTE:ROUTE-ALT-06","ROUTE-ALT-06","UI_ROUTE_STATE","/dealflow-vs-real-estate-marketing-agency: public or candidate-defined; candidate-specific; canonicality unresolved","SOURCE_INVENTORY_REQUIRES_RUNTIME_ROLE_PROOF","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","alternate/homepage candidate only","","ISOLATED_BROWSER_ROLE_STATE_MATRIX","not present in primary candidate; deployed linkage not proven","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","source inventory only","BLOCKED_BY_EXTERNAL_AUTHORITY"
"UIROUTE:ROUTE-ALT-07","ROUTE-ALT-07","UI_ROUTE_STATE","/egenmedia: public or candidate-defined; candidate-specific; canonicality unresolved","SOURCE_INVENTORY_REQUIRES_RUNTIME_ROLE_PROOF","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","alternate/homepage candidate only","","ISOLATED_BROWSER_ROLE_STATE_MATRIX","not present in primary candidate; deployed linkage not proven","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","source inventory only","BLOCKED_BY_EXTERNAL_AUTHORITY"
"UIROUTE:ROUTE-ALT-08","ROUTE-ALT-08","UI_ROUTE_STATE","/how-to-launch-real-estate-ads-without-an-agency: public or candidate-defined; candidate-specific; canonicality unresolved","SOURCE_INVENTORY_REQUIRES_RUNTIME_ROLE_PROOF","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","alternate/homepage candidate only","","ISOLATED_BROWSER_ROLE_STATE_MATRIX","not present in primary candidate; deployed linkage not proven","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","source inventory only","BLOCKED_BY_EXTERNAL_AUTHORITY"
"UIROUTE:ROUTE-ALT-09","ROUTE-ALT-09","UI_ROUTE_STATE","/real-estate-agent-lead-generation: public or candidate-defined; candidate-specific; canonicality unresolved","SOURCE_INVENTORY_REQUIRES_RUNTIME_ROLE_PROOF","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","alternate/homepage candidate only","","ISOLATED_BROWSER_ROLE_STATE_MATRIX","not present in primary candidate; deployed linkage not proven","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","source inventory only","BLOCKED_BY_EXTERNAL_AUTHORITY"
"UIROUTE:ROUTE-ALT-10","ROUTE-ALT-10","UI_ROUTE_STATE","/real-estate-buyer-leads: public or candidate-defined; candidate-specific; canonicality unresolved","SOURCE_INVENTORY_REQUIRES_RUNTIME_ROLE_PROOF","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","alternate/homepage candidate only","","ISOLATED_BROWSER_ROLE_STATE_MATRIX","not present in primary candidate; deployed linkage not proven","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","source inventory only","BLOCKED_BY_EXTERNAL_AUTHORITY"
"UIROUTE:ROUTE-ALT-11","ROUTE-ALT-11","UI_ROUTE_STATE","/real-estate-facebook-ads-software: public or candidate-defined; candidate-specific; canonicality unresolved","SOURCE_INVENTORY_REQUIRES_RUNTIME_ROLE_PROOF","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","alternate/homepage candidate only","","ISOLATED_BROWSER_ROLE_STATE_MATRIX","not present in primary candidate; deployed linkage not proven","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","source inventory only","BLOCKED_BY_EXTERNAL_AUTHORITY"
"UIROUTE:ROUTE-ALT-12","ROUTE-ALT-12","UI_ROUTE_STATE","/real-estate-funnel-software: public or candidate-defined; candidate-specific; canonicality unresolved","SOURCE_INVENTORY_REQUIRES_RUNTIME_ROLE_PROOF","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","alternate/homepage candidate only","","ISOLATED_BROWSER_ROLE_STATE_MATRIX","not present in primary candidate; deployed linkage not proven","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","source inventory only","BLOCKED_BY_EXTERNAL_AUTHORITY"
"UIROUTE:ROUTE-ALT-13","ROUTE-ALT-13","UI_ROUTE_STATE","/real-estate-lead-generation-platform: public or candidate-defined; candidate-specific; canonicality unresolved","SOURCE_INVENTORY_REQUIRES_RUNTIME_ROLE_PROOF","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","alternate/homepage candidate only","","ISOLATED_BROWSER_ROLE_STATE_MATRIX","not present in primary candidate; deployed linkage not proven","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","source inventory only","BLOCKED_BY_EXTERNAL_AUTHORITY"
"UIROUTE:ROUTE-ALT-14","ROUTE-ALT-14","UI_ROUTE_STATE","/real-estate-lead-generation-software: public or candidate-defined; candidate-specific; canonicality unresolved","SOURCE_INVENTORY_REQUIRES_RUNTIME_ROLE_PROOF","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","alternate/homepage candidate only","","ISOLATED_BROWSER_ROLE_STATE_MATRIX","not present in primary candidate; deployed linkage not proven","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","source inventory only","BLOCKED_BY_EXTERNAL_AUTHORITY"
"UIROUTE:ROUTE-ALT-15","ROUTE-ALT-15","UI_ROUTE_STATE","/real-estate-marketing-automation: public or candidate-defined; candidate-specific; canonicality unresolved","SOURCE_INVENTORY_REQUIRES_RUNTIME_ROLE_PROOF","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","alternate/homepage candidate only","","ISOLATED_BROWSER_ROLE_STATE_MATRIX","not present in primary candidate; deployed linkage not proven","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","source inventory only","BLOCKED_BY_EXTERNAL_AUTHORITY"
"UIROUTE:ROUTE-ALT-16","ROUTE-ALT-16","UI_ROUTE_STATE","/real-estate-seller-leads: public or candidate-defined; candidate-specific; canonicality unresolved","SOURCE_INVENTORY_REQUIRES_RUNTIME_ROLE_PROOF","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","alternate/homepage candidate only","","ISOLATED_BROWSER_ROLE_STATE_MATRIX","not present in primary candidate; deployed linkage not proven","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","source inventory only","BLOCKED_BY_EXTERNAL_AUTHORITY"
"VISION:VISION-001","VISION-001","VISION","Realtor-only platform. - Classification: `NON_NEGOTIABLE`
- Desired state: DealFlow is purpose-built for realtors and real-estate agents.
- Boundary: Do not broaden the product to non-realtor industries.","PARTIAL","Approved owner outcome is incomplete or missing in canonical source.","src/app/page.tsx; src/app/privacy/page.tsx; src/app/api/onboarding/plan/route.ts","VISION-001","CONTROLLED_WAVE_OR_EXPLICIT_BLOCKER","src/app/page.tsx; src/app/privacy/page.tsx; src/app/api/onboarding/plan/route.ts","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","The cited runtime, external, provider, deployment, or owner evidence remains unavailable and prevents a stronger conclusion.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"VISION:VISION-002","VISION-002","VISION","Customer outcome. - Classification: `NON_NEGOTIABLE`
- Desired state: Customers pay for leads and real sales conversations.
- Intent: DealFlow must produce meaningful pipeline, not merely generate marketing assets.","PARTIAL","Approved owner outcome is incomplete or missing in canonical source.","src/app/api/lead-capture/route.ts; src/lib/services/dashboard-service.ts","VISION-002","CONTROLLED_WAVE_OR_EXPLICIT_BLOCKER","src/app/api/lead-capture/route.ts; src/lib/services/dashboard-service.ts","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","The cited runtime, external, provider, deployment, or owner evidence remains unavailable and prevents a stronger conclusion.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"VISION:VISION-003","VISION-003","VISION","Lower-barrier alternative to agencies. - Classification: `NON_NEGOTIABLE`
- Desired state: DealFlow replaces or materially reduces dependence on expensive marketing agencies through a substantially lower-barrier software product.
- Value thesis: The software should perform the major advertising-system work customers currently pay agencies large retainers or upfront fees to perform.

## Three flawless journeys","PROVEN_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","src/components/marketing/home-command-center.tsx; src/lib/billing/plans.ts","VISION-003","PRESERVE_AND_REGRESSION_PROTECT","src/components/marketing/home-command-center.tsx; src/lib/billing/plans.ts","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","The cited behavior is preserved, but uncited runtime, provider, customer, and regression variants remain outside this proof.","VERIFIED_ALREADY_CORRECT"
"VISION:VISION-004","VISION-004","VISION","Personalized onboarding. - Classification: `NON_NEGOTIABLE`
- Desired state: A realtor completes a clear, low-confusion onboarding form.
- The onboarding data must become the authoritative input for the customer's funnel, offer, headlines, ad copy, creatives, targeting context, and campaign setup.","IMPLEMENTED_AND_LOCAL_DATABASE_VERIFIED_EXTERNAL_ACCEPTANCE_BLOCKED","Approved owner outcome is incomplete or missing in canonical source.","src/app/(app)/onboarding/page.tsx; src/app/api/onboarding/plan/route.ts","VISION-004","CONTROLLED_WAVE_OR_EXPLICIT_BLOCKER","src/app/(app)/onboarding/page.tsx; src/app/api/onboarding/plan/route.ts","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; onboarding contract, server draft, deterministic tenant-scoped campaign identity, activation/credit RPC, billing recovery, migration, and tests","node scripts/test-onboarding-activation-billing-contract.mjs; node scripts/test-access-key-commercial-activation.mjs; test:dealflow-completion","Unknown fields, non-realtor payloads, budget disagreement, stale navigation, zero/unpaid/noninitial payments, cross-tenant IDs, and duplicate activation are rejected.","Contract/policy tests passed. The 14/14 PostgreSQL 17.6 schema portfolio proves full-chain local database integration, RLS/private shape, deterministic replay, and forward recovery; deployed-runtime and provider acceptance remain external.","Production payment/webhook and concurrency acceptance were intentionally not performed.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"VISION:VISION-005","VISION-005","VISION","Personalized output integrity. - Classification: `NON_NEGOTIABLE`
- Desired state: Every generated funnel, creative, and piece of copy must accurately reflect the onboarding inputs, including audience type, seller/buyer focus, offer, market, brand, and other collected context.
- Protected behavior: No generic or mismatched output when the required customer context exists.","IMPLEMENTED_AND_LOCAL_DATABASE_VERIFIED_EXTERNAL_ACCEPTANCE_BLOCKED","Approved owner outcome is incomplete or missing in canonical source.","src/app/(app)/onboarding/page.tsx; src/app/api/onboarding/plan/route.ts","VISION-005","CONTROLLED_WAVE_OR_EXPLICIT_BLOCKER","src/app/(app)/onboarding/page.tsx; src/app/api/onboarding/plan/route.ts","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; onboarding contract, server draft, deterministic tenant-scoped campaign identity, activation/credit RPC, billing recovery, migration, and tests","node scripts/test-onboarding-activation-billing-contract.mjs; node scripts/test-access-key-commercial-activation.mjs; test:dealflow-completion","Unknown fields, non-realtor payloads, budget disagreement, stale navigation, zero/unpaid/noninitial payments, cross-tenant IDs, and duplicate activation are rejected.","Contract/policy tests passed. The 14/14 PostgreSQL 17.6 schema portfolio proves full-chain local database integration, RLS/private shape, deterministic replay, and forward recovery; deployed-runtime and provider acceptance remain external.","Production payment/webhook and concurrency acceptance were intentionally not performed.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"VISION:VISION-006","VISION-006","VISION","Seamless campaign launch. - Classification: `NON_NEGOTIABLE`
- Desired state: The customer connects their own Meta/Facebook account, selects the appropriate assets and pixel, selects ad spend, explicitly clicks launch, and DealFlow reliably creates/schedules the campaign.","PARTIAL","Approved owner outcome is incomplete or missing in canonical source.","src/app/api/integrations/meta/connect/route.ts; src/app/api/integrations/meta/selections/route.ts; src/lib/services/meta-launch-service.ts","VISION-006","CONTROLLED_WAVE_OR_EXPLICIT_BLOCKER","src/app/api/integrations/meta/connect/route.ts; src/app/api/integrations/meta/selections/route.ts; src/lib/services/meta-launch-service.ts","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","The cited runtime, external, provider, deployment, or owner evidence remains unavailable and prevents a stronger conclusion.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"VISION:VISION-007","VISION-007","VISION","Perfect tracking and lead capture. - Classification: `NON_NEGOTIABLE`
- Desired state: Pixel/tracking setup, funnel or instant-form submission, lead persistence, attribution, and delivery must work every time without silent loss.
- Product truth requirement: DealFlow must prove whether a lead was received, stored, routed, and delivered.","IMPLEMENTED_AND_LOCAL_DATABASE_VERIFIED_EXTERNAL_ACCEPTANCE_BLOCKED","Approved owner outcome is incomplete or missing in canonical source.","src/app/api/lead-capture/route.ts; src/lib/services/system-job-service.ts","VISION-007","CONTROLLED_WAVE_OR_EXPLICIT_BLOCKER","src/app/api/lead-capture/route.ts; src/lib/services/system-job-service.ts","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; system job lease, worker, per-effect ledger, tenant constraints, services, and deterministic tests","node scripts/test-reliability-wave.mjs; node scripts/test-internal-sms-notifications.mjs; test:dealflow-completion","Lease generation/token CAS rejects stale writes; successful effects are reused; failed required effects prevent parent completion.","Deterministic worker/effect tests passed. The 14/14 PostgreSQL 17.6 schema portfolio proves full-chain local database integration, RLS/private shape, deterministic replay, and forward recovery; deployed-runtime and provider acceptance remain external.","Ambiguous external provider execution still relies on provider-specific idempotency/reconciliation.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"VISION:VISION-008","VISION-008","VISION","Autonomous optimization. - Classification: `NON_NEGOTIABLE`
- Desired state: Once campaigns are live, DealFlow actively monitors and optimizes them using defined performance rules and feedback.
- Intent: Optimization must be operational behavior, not static recommendations or dormant code.","IMPLEMENTED_AND_LOCAL_DATABASE_VERIFIED_EXTERNAL_ACCEPTANCE_BLOCKED","Approved owner outcome is incomplete or missing in canonical source.","src/lib/optimization-engine/kpi.ts; src/lib/optimization-engine/rules.ts; src/app/api/autonomy/run/route.ts","VISION-008","CONTROLLED_WAVE_OR_EXPLICIT_BLOCKER","src/lib/optimization-engine/kpi.ts; src/lib/optimization-engine/rules.ts; src/app/api/autonomy/run/route.ts","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; versioned optimization safety contract, append-only decision service/migration, POST routes, and tests","node scripts/test-optimization-evidence-safety.mjs; test:dealflow-completion","Missing/stale/invalid/unapproved evidence yields HOLD_NO_ACTION; replays do not mutate existing decisions; live actions are constrained false.","Deterministic policy tests passed. The 14/14 PostgreSQL 17.6 schema portfolio proves full-chain local database integration, RLS/private shape, deterministic replay, and forward recovery; deployed-runtime and provider acceptance remain external.","No owner-approved optimization policy is configured.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"VISION:VISION-009","VISION-009","VISION","Live and truthful reporting. - Classification: `NON_NEGOTIABLE`
- Desired state: Results and campaign metrics populate continuously and accurately for every customer.
- Product truth requirement: The UI must distinguish current, delayed, missing, estimated, and provider-confirmed data.

## Golden customer journey","IMPLEMENTED_AND_LOCAL_DATABASE_VERIFIED_EXTERNAL_ACCEPTANCE_BLOCKED","Approved owner outcome is incomplete or missing in canonical source.","src/components/dashboard/campaign-dashboard-view.tsx; src/app/api/autonomy/_shared.ts","VISION-009","CONTROLLED_WAVE_OR_EXPLICIT_BLOCKER","src/components/dashboard/campaign-dashboard-view.tsx; src/app/api/autonomy/_shared.ts","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; versioned optimization safety contract, append-only decision service/migration, POST routes, and tests","node scripts/test-optimization-evidence-safety.mjs; test:dealflow-completion","Missing/stale/invalid/unapproved evidence yields HOLD_NO_ACTION; replays do not mutate existing decisions; live actions are constrained false.","Deterministic policy tests passed. The 14/14 PostgreSQL 17.6 schema portfolio proves full-chain local database integration, RLS/private shape, deterministic replay, and forward recovery; deployed-runtime and provider acceptance remain external.","No owner-approved optimization policy is configured.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"VISION:VISION-010","VISION-010","VISION","Onboarding experience. - Classification: `NON_NEGOTIABLE`
- Desired state: Onboarding is simple enough that the customer is not overwhelmed or confused.","PARTIAL","Approved owner outcome is incomplete or missing in canonical source.","src/app/(app)/onboarding/page.tsx","VISION-010","CONTROLLED_WAVE_OR_EXPLICIT_BLOCKER","src/app/(app)/onboarding/page.tsx","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","The cited runtime, external, provider, deployment, or owner evidence remains unavailable and prevents a stronger conclusion.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"VISION:VISION-011","VISION-011","VISION","Automatic campaign asset construction. - Classification: `NON_NEGOTIABLE`
- Desired state: After onboarding, DealFlow automatically builds the funnel, ad copy, and creatives from the customer's inputs.
- Desired reaction: The customer should immediately perceive the output as unusually valuable, impressive, and ready to use.","PARTIAL","Approved owner outcome is incomplete or missing in canonical source.","src/lib/services/campaign-plan-service.ts; src/app/(app)/build/creatives/page.tsx","VISION-011","CONTROLLED_WAVE_OR_EXPLICIT_BLOCKER","src/lib/services/campaign-plan-service.ts; src/app/(app)/build/creatives/page.tsx","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","The cited runtime, external, provider, deployment, or owner evidence remains unavailable and prevents a stronger conclusion.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"VISION:VISION-012","VISION-012","VISION","Explicit customer launch control. - Classification: `NON_NEGOTIABLE`
- Desired state: The customer owns and connects their Meta account, chooses their budget and relevant assets, and initiates launch.
- Approval boundary: DealFlow must not choose or initiate the initial spend without the customer's explicit launch action.","PROVEN_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","src/app/(app)/onboarding/page.tsx; src/app/(app)/launch/page.tsx; src/lib/services/meta-launch-service.ts","VISION-012","PRESERVE_AND_REGRESSION_PROTECT","src/app/(app)/onboarding/page.tsx; src/app/(app)/launch/page.tsx; src/lib/services/meta-launch-service.ts","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","The cited behavior is preserved, but uncited runtime, provider, customer, and regression variants remain outside this proof.","VERIFIED_ALREADY_CORRECT"
"VISION:VISION-013","VISION-013","VISION","9:00 a.m. Eastern launch scheduling. - Classification: `STRONG_PREFERENCE`
- Desired state: New campaigns begin at 9:00 a.m. America/Toronto/Eastern rather than immediately at an arbitrary onboarding or launch time.
- Example rule supplied: A customer launching at 4:00 p.m. should be scheduled for 9:00 a.m. the next day.
- Exact cutoff/weekend/holiday behavior: `UNDECIDED`","IMPLEMENTED_AND_LOCAL_DATABASE_VERIFIED_EXTERNAL_ACCEPTANCE_BLOCKED","Approved owner outcome is incomplete or missing in canonical source.","canonical tracked-source search: no DST-aware 09:00 America/New_York scheduler","VISION-013","CONTROLLED_WAVE_OR_EXPLICIT_BLOCKER","canonical tracked-source search: no DST-aware 09:00 America/New_York scheduler","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; launch truth, schedule, provider route, receipt service, fencing migration, and tests","node scripts/test-launch-truth-and-schedule.mjs; node scripts/test-lead-tracking-health.mjs; test:dealflow-completion","Query-string success is ignored; due intent, billing, explicit gates, selected assets, PAUSED provider state, lock, and fenced receipt are required.","Mapped feature/contract tests are retained. The 14/14 PostgreSQL 17.6 schema portfolio proves full-chain local database integration, RLS/private shape, deterministic replay, and forward recovery; deployed-runtime and provider acceptance remain external.","Fresh-schema and live provider acceptance were not performed.","BLOCKED_BY_EXTERNAL_AUTHORITY"
